SK_ID_CURR,p_default,p_approve,y_target
346195,0.12771,0.87229,0
199929,0.032155,0.967845,0
108973,0.016248,0.983752,0
390805,0.028556,0.971444,0
272671,0.008092,0.991908,0
365622,0.026076,0.973924,0
298069,0.073217,0.926783,0
190266,0.035322,0.964678,0
122709,0.214365,0.785635,0
117315,0.101636,0.898364,0
372077,0.01378,0.98622,0
405186,0.012642,0.987358,0
117238,0.065038,0.934962,1
295627,0.019178,0.980822,0
161603,0.026176,0.973824,0
298696,0.007135,0.992865,0
190241,0.065248,0.934752,0
239320,0.101257,0.898743,0
324102,0.012188,0.987812,0
118159,0.009316,0.990684,0
423165,0.044427,0.955573,0
352362,0.018877,0.981123,0
312379,0.120102,0.879898,0
338744,0.283592,0.716408,0
174800,0.050716,0.949284,0
180162,0.005462,0.994538,0
236612,0.067168,0.932832,0
353780,0.046989,0.953011,0
186864,0.039927,0.960073,0
239294,0.235678,0.764322,0
414866,0.068185,0.931815,0
400102,0.052259,0.947741,0
163298,0.018779,0.981221,0
330843,0.09434,0.90566,0
420399,0.017613,0.982387,0
288455,0.026646,0.973354,0
189111,0.008163,0.991837,0
384179,0.018832,0.981168,0
260170,0.013847,0.986153,0
311141,0.093843,0.906157,0
222807,0.010884,0.989116,0
329857,0.037467,0.962533,0
154194,0.012196,0.987804,0
259689,0.051627,0.948373,0
422907,0.031751,0.968249,0
317350,0.244267,0.755733,1
192344,0.041042,0.958958,0
175943,0.004755,0.995245,0
137180,0.038492,0.961508,0
168808,0.084072,0.915928,0
162054,0.020246,0.979754,0
448484,0.011384,0.988616,0
296412,0.025135,0.974865,1
431312,0.055778,0.944222,0
291441,0.038546,0.961454,0
215478,0.0279,0.9721,0
308242,0.02508,0.97492,0
414796,0.078335,0.921665,1
201578,0.053343,0.946657,0
255473,0.008749,0.991251,0
110336,0.020658,0.979342,0
447234,0.030223,0.969777,0
418468,0.031288,0.968712,0
129966,0.062895,0.937105,0
191892,0.039891,0.960109,0
444247,0.073388,0.926612,0
315165,0.029398,0.970602,0
198203,0.036764,0.963236,0
143604,0.137537,0.862463,0
409427,0.107165,0.892835,0
383778,0.052354,0.947646,0
452465,0.024645,0.975356,0
142823,0.052683,0.947318,0
220581,0.068308,0.931692,0
329395,0.022019,0.977981,0
256382,0.019402,0.980598,0
332659,0.021146,0.978854,0
100197,0.048829,0.951171,0
370662,0.030779,0.969221,0
197233,0.012484,0.987516,0
225670,0.021469,0.978531,0
449828,0.016855,0.983145,0
375946,0.19619,0.80381,0
382419,0.006219,0.993781,0
315548,0.196384,0.803616,1
168885,0.008054,0.991946,0
276225,0.020527,0.979473,0
201217,0.079453,0.920547,0
157272,0.07934,0.92066,0
382838,0.096015,0.903985,0
218206,0.102887,0.897113,0
145458,0.012761,0.987239,0
382020,0.014056,0.985944,0
411490,0.10894,0.89106,1
443225,0.007305,0.992695,0
257209,0.055549,0.944451,0
413100,0.073523,0.926477,0
316545,0.074616,0.925384,0
350007,0.009911,0.990089,0
156849,0.045797,0.954203,0
310367,0.005477,0.994523,0
353933,0.047654,0.952346,0
223034,0.094248,0.905752,0
455790,0.182036,0.817964,0
403925,0.218646,0.781354,1
182445,0.130891,0.869109,0
325011,0.020344,0.979656,0
411085,0.030048,0.969952,0
424911,0.044438,0.955562,0
208536,0.040435,0.959565,0
401578,0.013389,0.986611,1
240294,0.0115,0.9885,0
103567,0.015506,0.984494,0
249613,0.047177,0.952823,0
299318,0.033058,0.966942,0
316707,0.016983,0.983017,0
262691,0.049814,0.950186,0
221664,0.022355,0.977645,0
109390,0.075166,0.924834,0
373059,0.06187,0.93813,0
271937,0.119862,0.880138,0
398011,0.071834,0.928166,1
422082,0.029155,0.970845,0
132148,0.028661,0.971339,0
171760,0.012503,0.987497,0
187445,0.09598,0.90402,0
278565,0.027871,0.972129,0
278870,0.202431,0.797569,0
307375,0.098096,0.901904,0
408424,0.12963,0.87037,0
396032,0.008107,0.991893,0
287806,0.017732,0.982268,0
241077,0.123196,0.876804,0
352504,0.032425,0.967575,0
176256,0.023563,0.976437,0
272600,0.037548,0.962452,0
117601,0.02702,0.97298,1
170260,0.059184,0.940816,1
435010,0.020808,0.979192,0
367866,0.07968,0.92032,0
110785,0.016088,0.983912,0
447414,0.080556,0.919444,1
421761,0.049702,0.950298,0
169047,0.00655,0.99345,0
139205,0.007293,0.992707,0
395628,0.070914,0.929086,0
198735,0.138403,0.861597,1
185658,0.018106,0.981894,0
127664,0.026466,0.973534,0
443942,0.043684,0.956316,1
216352,0.013403,0.986597,0
134634,0.380989,0.619011,1
306132,0.012062,0.987938,0
230902,0.007435,0.992565,0
138668,0.011579,0.988421,0
147509,0.014609,0.985391,0
118574,0.030444,0.969556,0
340227,0.007808,0.992192,0
241585,0.038429,0.961571,0
233288,0.061287,0.938714,0
388671,0.074355,0.925645,0
127671,0.006819,0.993181,0
139719,0.016504,0.983496,0
367234,0.126457,0.873543,0
411514,0.027734,0.972266,0
133742,0.03982,0.96018,0
410983,0.059973,0.940027,0
141719,0.21945,0.78055,1
308939,0.045417,0.954583,0
129159,0.059322,0.940678,0
371130,0.322032,0.677968,1
130819,0.051346,0.948654,0
324578,0.022479,0.977521,0
340668,0.027385,0.972615,0
265711,0.02233,0.97767,0
323110,0.043926,0.956074,0
184500,0.017724,0.982276,0
201213,0.012068,0.987932,0
400170,0.006929,0.993071,0
149829,0.020705,0.979295,0
216791,0.012265,0.987735,0
425361,0.010504,0.989496,0
277684,0.051205,0.948795,0
119231,0.107934,0.892066,0
219881,0.04953,0.95047,0
446435,0.039019,0.960981,0
336105,0.017022,0.982978,0
418150,0.018649,0.981351,0
238885,0.022643,0.977357,0
184830,0.00667,0.99333,0
252076,0.012212,0.987788,0
264468,0.025706,0.974294,0
234526,0.010203,0.989796,0
273088,0.180634,0.819366,0
165699,0.046654,0.953346,0
197066,0.00699,0.99301,0
327755,0.044092,0.955908,0
438878,0.049699,0.950301,0
142862,0.072498,0.927502,0
377359,0.249169,0.750831,1
390548,0.01726,0.98274,0
418481,0.018978,0.981022,0
160505,0.005138,0.994862,0
225257,0.075966,0.924034,0
279347,0.049053,0.950946,0
293035,0.026066,0.973934,0
313629,0.033654,0.966346,0
322972,0.01164,0.98836,0
277626,0.069585,0.930415,0
143164,0.043852,0.956148,0
102993,0.01446,0.98554,0
213056,0.015094,0.984906,0
428880,0.007064,0.992936,0
158240,0.025781,0.974219,0
176241,0.020166,0.979834,0
146987,0.013376,0.986624,0
385088,0.056279,0.943721,0
217498,0.021792,0.978208,1
155804,0.029571,0.970429,0
127231,0.006129,0.993871,0
423162,0.042204,0.957796,0
382039,0.026843,0.973157,1
160585,0.019417,0.980583,0
442240,0.165618,0.834382,0
376137,0.028456,0.971544,0
216091,0.008391,0.991609,0
128932,0.0561,0.9439,0
381678,0.06549,0.93451,0
222184,0.037775,0.962225,0
173025,0.14713,0.85287,0
234211,0.032947,0.967053,0
403859,0.051908,0.948092,0
234369,0.256829,0.743171,0
276535,0.013974,0.986026,0
256710,0.046034,0.953966,0
438381,0.042165,0.957835,0
317452,0.243107,0.756893,0
144469,0.039872,0.960128,0
174828,0.017079,0.982921,0
333075,0.004052,0.995948,0
218028,0.007701,0.992299,0
443807,0.036878,0.963122,0
177213,0.107865,0.892135,1
446871,0.016772,0.983228,0
426714,0.130616,0.869384,0
335386,0.07995,0.92005,0
420928,0.044654,0.955346,0
186638,0.27078,0.72922,0
293769,0.089794,0.910206,0
412774,0.008683,0.991317,0
387241,0.013645,0.986355,0
288089,0.266084,0.733916,0
212665,0.056274,0.943726,1
154894,0.065978,0.934022,0
417813,0.205206,0.794794,1
390795,0.051856,0.948144,0
440335,0.050875,0.949125,0
165025,0.105353,0.894647,1
419185,0.024349,0.975651,0
250335,0.102614,0.897386,0
444659,0.119377,0.880623,0
317755,0.067789,0.932211,0
443115,0.190828,0.809172,1
199383,0.021793,0.978207,0
215690,0.297115,0.702885,1
203184,0.070965,0.929035,0
438511,0.033666,0.966334,0
428387,0.047957,0.952043,0
251222,0.011148,0.988852,0
251603,0.013676,0.986324,0
246198,0.039429,0.960571,0
286189,0.037205,0.962795,0
384063,0.153618,0.846382,0
233285,0.045868,0.954132,0
455252,0.045026,0.954974,0
301161,0.080931,0.919069,0
161584,0.026982,0.973018,0
369227,0.016046,0.983954,0
150068,0.050051,0.949948,0
448471,0.030679,0.969321,0
213841,0.013398,0.986602,0
451933,0.003765,0.996235,0
259732,0.041219,0.958781,0
140043,0.052913,0.947087,0
392091,0.058681,0.941319,0
399508,0.048306,0.951694,0
114102,0.100618,0.899382,0
429694,0.025741,0.974259,0
418897,0.008537,0.991463,0
303137,0.01583,0.98417,0
286291,0.064406,0.935594,1
387340,0.021242,0.978758,0
179397,0.069799,0.930201,0
123771,0.045191,0.954809,0
261515,0.110028,0.889972,0
416556,0.009143,0.990857,0
160567,0.004553,0.995447,0
292065,0.068772,0.931228,0
355615,0.127309,0.872691,0
262974,0.024859,0.97514,0
373069,0.252771,0.747229,0
226819,0.026938,0.973062,0
188041,0.006275,0.993725,0
433747,0.082184,0.917816,0
148074,0.084085,0.915915,0
214511,0.283972,0.716028,0
343779,0.064293,0.935707,0
118013,0.059561,0.940439,0
186331,0.029323,0.970677,0
354330,0.062106,0.937894,0
426483,0.017033,0.982968,0
104566,0.022623,0.977377,0
246767,0.018181,0.981819,0
378260,0.252242,0.747758,0
443542,0.058905,0.941095,0
257133,0.026511,0.973489,0
300681,0.015792,0.984208,0
252131,0.025057,0.974943,0
260604,0.01716,0.98284,0
200855,0.149255,0.850745,0
142915,0.214621,0.785379,0
325263,0.037255,0.962745,0
251829,0.01125,0.98875,0
308622,0.003613,0.996387,0
107456,0.107489,0.892511,0
136384,0.085989,0.914011,0
202266,0.101661,0.898339,0
192702,0.112871,0.887129,0
123027,0.167479,0.832521,0
438936,0.019935,0.980065,0
375196,0.029464,0.970536,0
409149,0.00888,0.99112,0
428980,0.019818,0.980182,0
166796,0.038383,0.961617,0
154527,0.213084,0.786916,1
262544,0.033289,0.966711,0
313509,0.014185,0.985815,0
297079,0.037787,0.962213,0
316931,0.061265,0.938735,0
105679,0.048499,0.951501,0
425085,0.005813,0.994187,0
390295,0.138967,0.861033,0
129965,0.051001,0.948999,0
126456,0.063648,0.936352,0
329796,0.009752,0.990248,0
239360,0.017931,0.982069,0
123760,0.007843,0.992157,0
357211,0.006594,0.993406,0
423815,0.03738,0.96262,0
355040,0.020336,0.979664,0
206678,0.051959,0.948041,0
253095,0.09942,0.90058,0
224118,0.061697,0.938303,0
393636,0.025265,0.974735,0
397719,0.096197,0.903803,0
224012,0.009999,0.990001,0
228524,0.074159,0.92584,0
328507,0.070331,0.929669,0
218405,0.008136,0.991864,0
367010,0.071542,0.928458,0
385541,0.008361,0.991639,0
371528,0.061419,0.938581,0
112081,0.120021,0.879979,0
108379,0.017617,0.982383,0
407011,0.009073,0.990927,0
377105,0.069034,0.930966,0
409772,0.024219,0.975781,0
258749,0.101464,0.898536,0
379018,0.01021,0.98979,0
445154,0.018202,0.981798,0
351925,0.023759,0.976241,0
225188,0.122103,0.877897,0
115278,0.059306,0.940694,0
412410,0.223365,0.776635,0
179569,0.090665,0.909335,0
452557,0.114083,0.885917,0
329928,0.005355,0.994645,0
153612,0.091057,0.908943,0
107666,0.019208,0.980792,0
374858,0.073408,0.926592,0
424566,0.049205,0.950795,0
377321,0.017177,0.982823,0
304869,0.095648,0.904352,0
297001,0.179029,0.820971,0
364080,0.042477,0.957523,0
192100,0.285921,0.71408,1
387764,0.044526,0.955474,0
413945,0.025111,0.974889,0
228235,0.132761,0.867239,0
371186,0.028697,0.971303,0
446418,0.034652,0.965348,0
448121,0.09088,0.90912,0
424309,0.007249,0.992751,0
186692,0.091088,0.908912,0
166821,0.081831,0.918169,1
411658,0.0636,0.9364,1
433967,0.071042,0.928958,0
389182,0.077088,0.922912,0
189410,0.09352,0.90648,0
227878,0.026074,0.973926,0
307557,0.066385,0.933615,0
432730,0.055026,0.944974,0
343606,0.014495,0.985505,0
406500,0.034011,0.965989,0
144836,0.052759,0.947241,0
357448,0.150341,0.849659,1
166328,0.015079,0.984921,0
129128,0.191455,0.808545,0
299189,0.012018,0.987982,0
218171,0.056253,0.943746,0
427222,0.064884,0.935116,0
453430,0.042731,0.957269,0
181234,0.10098,0.89902,0
433122,0.1742,0.8258,0
326424,0.012506,0.987494,0
428289,0.018327,0.981673,0
321454,0.005326,0.994674,0
239994,0.0501,0.9499,1
107632,0.019626,0.980374,0
221188,0.154805,0.845195,0
209946,0.017178,0.982822,0
360464,0.019446,0.980554,0
293329,0.036235,0.963765,0
383949,0.033203,0.966797,0
299170,0.085152,0.914848,1
399334,0.013938,0.986062,0
132305,0.11049,0.88951,0
303739,0.039423,0.960577,0
207920,0.066681,0.933319,0
190203,0.00499,0.99501,0
417174,0.013388,0.986612,0
237991,0.026871,0.973129,0
443148,0.117068,0.882932,0
369800,0.019762,0.980238,0
293564,0.051323,0.948677,0
188934,0.059756,0.940244,0
149186,0.081251,0.918749,0
211789,0.072972,0.927028,0
370201,0.01349,0.98651,0
383798,0.056702,0.943298,0
191634,0.018011,0.981989,0
272842,0.035696,0.964304,0
117486,0.27734,0.72266,0
449174,0.101293,0.898708,1
325754,0.103073,0.896927,1
335886,0.022107,0.977892,0
268478,0.032851,0.967149,0
421092,0.072232,0.927768,0
201707,0.083745,0.916255,0
143694,0.0826,0.9174,0
117389,0.034696,0.965304,0
382595,0.028343,0.971657,0
266975,0.092199,0.907801,0
302049,0.027738,0.972262,0
248878,0.061058,0.938942,0
206796,0.004051,0.995949,0
444991,0.091547,0.908453,0
304075,0.129559,0.870441,0
275380,0.024312,0.975688,0
271360,0.143965,0.856035,0
138675,0.197175,0.802825,1
402211,0.010736,0.989264,0
334145,0.04094,0.95906,0
300620,0.060867,0.939133,0
185293,0.069415,0.930585,0
136343,0.012683,0.987317,0
106004,0.04118,0.95882,0
380564,0.19904,0.80096,1
138991,0.01526,0.98474,0
410264,0.243124,0.756876,0
257475,0.09132,0.90868,0
272690,0.027166,0.972834,0
181149,0.058669,0.941332,1
194778,0.2809,0.7191,0
194287,0.05355,0.94645,1
304937,0.030919,0.969081,0
251968,0.076549,0.923451,0
328726,0.022021,0.977979,0
283993,0.072786,0.927214,0
359005,0.177126,0.822874,0
222331,0.021329,0.978671,0
380513,0.019939,0.980061,0
321855,0.023366,0.976634,0
125355,0.017017,0.982983,0
176855,0.049567,0.950433,0
209185,0.063887,0.936113,0
249446,0.175651,0.824349,0
212504,0.020121,0.979879,0
269824,0.115442,0.884558,0
353956,0.006338,0.993662,0
365936,0.028184,0.971816,1
162965,0.08499,0.91501,0
115961,0.042654,0.957346,1
437412,0.010238,0.989762,0
399095,0.007397,0.992603,0
364216,0.021256,0.978744,0
384233,0.075519,0.924481,0
262627,0.068357,0.931643,1
295617,0.043675,0.956325,0
322667,0.028429,0.971571,0
405862,0.034608,0.965392,0
172832,0.198817,0.801183,1
346978,0.020705,0.979295,0
455846,0.150688,0.849312,0
264210,0.065884,0.934116,0
219603,0.029777,0.970223,0
380469,0.061553,0.938447,1
437216,0.026685,0.973315,0
426778,0.070328,0.929672,0
284793,0.013374,0.986626,0
242933,0.04809,0.95191,0
418574,0.027086,0.972914,0
367694,0.037149,0.962851,0
312136,0.076712,0.923288,0
237695,0.101554,0.898446,0
314233,0.026087,0.973913,0
236538,0.081047,0.918953,0
144341,0.150866,0.849134,0
112415,0.096323,0.903677,0
272904,0.035133,0.964867,0
179524,0.252412,0.747588,1
142475,0.058416,0.941584,0
157893,0.056904,0.943096,0
235191,0.125008,0.874992,0
312207,0.050281,0.949719,0
299338,0.156031,0.843969,1
203404,0.084728,0.915272,1
346505,0.080218,0.919782,0
321721,0.053093,0.946907,0
160665,0.08505,0.91495,0
407238,0.060509,0.939491,0
306571,0.022489,0.977511,0
233915,0.043197,0.956803,0
335502,0.020868,0.979132,0
383028,0.029482,0.970518,1
319715,0.072801,0.927198,0
371352,0.013812,0.986188,0
262319,0.021113,0.978887,0
124385,0.015996,0.984004,0
365749,0.195849,0.804151,0
116956,0.09303,0.90697,0
432729,0.037039,0.962961,0
327191,0.039083,0.960917,0
450560,0.043492,0.956508,0
450388,0.007354,0.992646,0
429209,0.061159,0.938841,0
320535,0.050885,0.949115,0
224681,0.045797,0.954203,0
440854,0.044944,0.955056,0
137704,0.035723,0.964277,0
174857,0.01719,0.98281,0
340386,0.018496,0.981504,0
137411,0.035045,0.964955,0
121133,0.016845,0.983155,0
233116,0.040419,0.959581,0
154533,0.015781,0.984219,0
429397,0.033873,0.966127,0
170399,0.053391,0.946609,1
379384,0.032269,0.96773,0
304297,0.055665,0.944335,0
408255,0.1042,0.8958,0
332717,0.016996,0.983004,0
262020,0.007146,0.992854,0
450268,0.011689,0.988311,0
247493,0.124936,0.875064,0
123270,0.053735,0.946265,0
363669,0.007162,0.992838,0
137110,0.017432,0.982568,0
254606,0.079938,0.920062,0
171992,0.053463,0.946537,0
246553,0.022338,0.977662,0
224571,0.1344,0.8656,0
190796,0.051818,0.948182,1
138066,0.084563,0.915437,0
452425,0.013057,0.986943,0
358795,0.160097,0.839903,0
314881,0.039701,0.960299,0
386323,0.005355,0.994645,0
269788,0.065114,0.934886,0
199054,0.109203,0.890797,0
417899,0.027255,0.972745,0
390066,0.013242,0.986758,0
328696,0.023188,0.976812,0
182884,0.026464,0.973536,0
316273,0.018814,0.981186,0
447894,0.010446,0.989554,0
365698,0.099904,0.900096,0
262807,0.046917,0.953083,0
203891,0.029974,0.970026,0
201168,0.014915,0.985085,0
319987,0.01064,0.98936,0
332032,0.015752,0.984248,0
112204,0.043021,0.956979,0
244334,0.011229,0.988771,0
232745,0.045568,0.954432,0
135863,0.076296,0.923704,0
238410,0.035932,0.964068,0
395035,0.007152,0.992848,0
244554,0.072383,0.927617,0
149567,0.019902,0.980098,0
279534,0.029349,0.970651,0
201205,0.091789,0.908211,0
162816,0.051693,0.948307,0
268988,0.087153,0.912847,0
420997,0.123484,0.876516,0
202995,0.038928,0.961072,0
337026,0.254205,0.745795,1
259801,0.022705,0.977295,0
309290,0.036427,0.963572,0
422312,0.01221,0.98779,0
438811,0.167464,0.832536,0
152482,0.05382,0.94618,0
439293,0.021853,0.978147,0
314358,0.256438,0.743562,0
226341,0.016094,0.983906,0
206732,0.015195,0.984805,0
424634,0.184158,0.815842,0
181138,0.180763,0.819237,0
132660,0.084076,0.915924,0
323864,0.150677,0.849323,0
109915,0.0358,0.9642,1
430943,0.080699,0.919301,0
270239,0.06154,0.93846,1
392164,0.192004,0.807996,0
283826,0.014727,0.985273,0
138393,0.130429,0.869571,0
389555,0.10521,0.89479,0
392975,0.105771,0.894229,0
156344,0.013803,0.986197,0
377480,0.044946,0.955054,0
190019,0.030486,0.969514,0
380851,0.014866,0.985134,0
295704,0.116691,0.883309,0
360806,0.040278,0.959722,0
407667,0.005256,0.994744,1
175322,0.022057,0.977943,0
164328,0.010915,0.989085,0
127097,0.04297,0.95703,0
398900,0.040704,0.959296,0
329316,0.170661,0.829339,0
198174,0.016034,0.983966,0
137245,0.027227,0.972773,0
123560,0.032839,0.96716,0
382801,0.019556,0.980444,0
443882,0.01844,0.98156,0
398639,0.218259,0.781741,1
383164,0.033867,0.966133,0
361847,0.030171,0.969829,0
274375,0.032448,0.967552,1
211458,0.143704,0.856296,0
370303,0.033377,0.966623,0
226919,0.00871,0.99129,0
217296,0.025824,0.974176,0
234826,0.068654,0.931346,0
269243,0.014261,0.98574,0
141118,0.202154,0.797846,0
208862,0.019907,0.980093,0
104218,0.027486,0.972514,0
225981,0.086659,0.913341,0
450777,0.021375,0.978625,0
381926,0.187983,0.812017,0
345850,0.016678,0.983322,0
274621,0.011482,0.988518,0
422500,0.048312,0.951688,0
450191,0.122648,0.877352,0
423676,0.077427,0.922573,0
341715,0.01305,0.98695,0
377128,0.159352,0.840648,1
237009,0.012882,0.987118,0
441251,0.032502,0.967498,0
145050,0.004108,0.995892,0
387191,0.025272,0.974728,0
186629,0.020304,0.979696,1
154106,0.035495,0.964505,0
348951,0.023789,0.976211,0
250720,0.016113,0.983887,0
232792,0.052401,0.947599,0
102223,0.035127,0.964874,0
344567,0.023024,0.976976,0
250203,0.043155,0.956845,0
101048,0.03983,0.96017,0
434906,0.089152,0.910848,0
246342,0.270177,0.729823,1
447222,0.02875,0.97125,0
154252,0.056856,0.943144,0
184479,0.07378,0.92622,0
438188,0.022678,0.977322,0
304230,0.026543,0.973457,0
220531,0.024413,0.975587,0
384455,0.039938,0.960062,0
177804,0.007871,0.992129,0
173316,0.135109,0.864891,0
181956,0.005366,0.994634,0
441728,0.084656,0.915344,0
311151,0.210815,0.789185,0
134746,0.031446,0.968554,0
299967,0.022347,0.977653,0
221352,0.054756,0.945244,0
202122,0.014177,0.985823,0
435897,0.084196,0.915804,0
391155,0.02098,0.97902,0
160740,0.046387,0.953613,1
379794,0.099525,0.900475,0
433951,0.075403,0.924597,1
343403,0.014054,0.985946,0
403085,0.094963,0.905037,0
438951,0.00526,0.99474,0
272678,0.054384,0.945616,0
150510,0.028823,0.971177,0
155315,0.040334,0.959666,0
414601,0.034577,0.965423,0
151350,0.034792,0.965208,0
306039,0.01077,0.98923,0
366697,0.027107,0.972894,0
169955,0.154149,0.84585,0
144506,0.122285,0.877715,0
374752,0.029675,0.970325,0
280161,0.255733,0.744267,0
227509,0.030064,0.969936,1
238435,0.119021,0.880979,0
141134,0.023546,0.976454,0
343660,0.043843,0.956157,0
450594,0.09728,0.90272,0
206457,0.024633,0.975367,0
198235,0.039609,0.960391,0
228474,0.052928,0.947072,0
297719,0.01963,0.98037,0
185533,0.003388,0.996612,0
454770,0.125496,0.874504,0
143337,0.056995,0.943005,0
191861,0.020288,0.979712,0
122079,0.043281,0.956719,1
357721,0.039141,0.960859,0
160276,0.00363,0.99637,0
101985,0.029327,0.970673,0
304477,0.220808,0.779192,0
121615,0.010117,0.989882,0
434361,0.069527,0.930473,0
187670,0.103213,0.896787,0
313664,0.039057,0.960943,0
380581,0.105154,0.894846,0
301702,0.079823,0.920177,0
116229,0.025447,0.974553,0
404682,0.005988,0.994012,0
136791,0.016087,0.983913,0
172129,0.053041,0.946959,0
419106,0.004742,0.995258,0
316614,0.054065,0.945935,0
229608,0.047296,0.952704,0
130971,0.014286,0.985714,0
162174,0.156132,0.843868,0
222874,0.043366,0.956634,0
212205,0.162382,0.837618,0
411208,0.013814,0.986186,0
106043,0.030093,0.969907,0
265472,0.143055,0.856945,0
389733,0.109672,0.890328,0
223192,0.006951,0.993049,0
165039,0.125541,0.874459,0
125034,0.033039,0.966961,0
422496,0.007656,0.992344,0
213985,0.026191,0.973809,0
361970,0.044349,0.955651,1
324982,0.022392,0.977608,0
443521,0.123236,0.876764,1
418373,0.02881,0.97119,0
303204,0.100913,0.899087,0
105538,0.025389,0.974611,0
170904,0.069371,0.930629,0
363900,0.024207,0.975793,0
170264,0.015623,0.984378,0
